lead_id,created_date,lead_source,industry,company_size,region,lead_status
LD-1129,2025-10-07,Outbound SDR,E-Commerce,201-1000,APAC,Contacted
LD-1130,2025-09-02,Partner,Professional Services,1000+,North America,Qualified
LD-1131,2024-12-18,Partner,FinTech,11-50,North America,New
LD-1132,2025-04-10,Referral,Professional Services,1-10,EMEA,Qualified
LD-1133,2026-02-02,Organic Search,SaaS,1-10,North America,Contacted
LD-1134,2024-10-06,Outbound SDR,SaaS,11-50,North America,Qualified
LD-1135,2025-11-09,Partner,E-Commerce,201-1000,North America,New
LD-1136,2026-01-28,Paid Ads,Manufacturing,11-50,EMEA,Qualified
LD-1137,2026-04-14,Referral,Manufacturing,1-10,North America,Contacted
LD-1138,2025-01-23,Paid Ads,SaaS,1-10,North America,Qualified
LD-1139,2024-12-12,Organic Search,Manufacturing,11-50,EMEA,Contacted
LD-1140,2026-04-13,Outbound SDR,FinTech,201-1000,North America,New
LD-1141,2025-05-04,Paid Ads,FinTech,51-200,North America,Contacted
LD-1142,2025-07-20,Outbound SDR,SaaS,51-200,EMEA,Disqualified
LD-1143,2025-06-09,Event,Professional Services,11-50,APAC,New
LD-1144,2025-06-11,Event,SaaS,201-1000,North America,Qualified
LD-1145,2025-08-30,Paid Ads,Manufacturing,11-50,APAC,New
LD-1146,2025-04-05,Paid Ads,E-Commerce,201-1000,EMEA,Qualified
LD-1147,2025-03-13,Outbound SDR,E-Commerce,201-1000,North America,New
LD-1148,2025-03-20,Event,E-Commerce,11-50,APAC,Contacted
LD-1149,2025-09-22,Referral,Manufacturing,201-1000,EMEA,Contacted
LD-1150,2026-01-18,Event,SaaS,11-50,EMEA,New
LD-1151,2025-07-10,Organic Search,SaaS,51-200,EMEA,Contacted
LD-1152,2025-10-07,Event,E-Commerce,1-10,EMEA,Contacted
LD-1153,2025-03-29,Organic Search,FinTech,11-50,LATAM,Contacted
LD-1154,2025-12-17,Organic Search,SaaS,1-10,EMEA,Disqualified
LD-1155,2025-03-15,Referral,SaaS,1-10,APAC,Contacted
LD-1156,2025-04-03,Organic Search,FinTech,1-10,APAC,Disqualified
LD-1157,2024-07-11,Organic Search,SaaS,11-50,APAC,Contacted
LD-1158,2024-12-08,Organic Search,SaaS,51-200,LATAM,New
LD-1159,2025-11-21,Paid Ads,Professional Services,11-50,North America,New
LD-1160,2024-08-03,Outbound SDR,FinTech,11-50,North America,Contacted
LD-1161,2024-11-11,Organic Search,Professional Services,1000+,EMEA,Contacted
LD-1162,2025-12-19,Outbound SDR,Professional Services,1000+,North America,Disqualified
LD-1163,2026-02-27,Event,SaaS,1-10,EMEA,Qualified
LD-1164,2025-03-30,Organic Search,E-Commerce,11-50,APAC,Contacted
LD-1165,2025-03-24,Organic Search,E-Commerce,51-200,LATAM,Contacted
LD-1166,2025-06-07,Event,E-Commerce,51-200,North America,Contacted
LD-1167,2025-12-14,Event,SaaS,11-50,EMEA,Qualified
LD-1168,2025-05-09,Referral,SaaS,51-200,North America,New
LD-1169,2024-10-05,Event,SaaS,1-10,EMEA,New
LD-1170,2025-04-11,Organic Search,E-Commerce,11-50,North America,Contacted
LD-1171,2024-12-03,Paid Ads,Professional Services,51-200,EMEA,New
LD-1172,2025-10-12,Outbound SDR,E-Commerce,51-200,EMEA,Qualified
LD-1173,2024-09-13,Paid Ads,E-Commerce,201-1000,EMEA,New
LD-1174,2025-08-18,Outbound SDR,Professional Services,1-10,EMEA,New
LD-1175,2024-09-03,Referral,E-Commerce,1-10,North America,Disqualified
LD-1176,2026-05-10,Outbound SDR,SaaS,1-10,North America,Disqualified
LD-1177,2025-09-10,Referral,Manufacturing,1-10,North America,Contacted
LD-1178,2024-09-10,Paid Ads,FinTech,1-10,LATAM,Contacted
LD-1179,2026-05-01,Organic Search,SaaS,11-50,LATAM,Qualified
LD-1180,2025-07-24,Organic Search,HealthTech,51-200,North America,New
LD-1181,2025-08-17,Outbound SDR,Professional Services,51-200,North America,Contacted
LD-1182,2024-07-17,Organic Search,SaaS,11-50,North America,New
LD-1183,2024-10-15,Organic Search,HealthTech,1-10,EMEA,Contacted
LD-1184,2026-01-10,Organic Search,SaaS,51-200,North America,Disqualified
LD-1185,2025-05-07,Organic Search,SaaS,1-10,North America,Qualified
LD-1186,2025-08-24,Event,SaaS,201-1000,North America,Disqualified
LD-1187,2026-05-21,Paid Ads,E-Commerce,1-10,North America,Qualified
LD-1188,2025-04-09,Partner,Manufacturing,51-200,North America,Qualified
LD-1189,2025-03-05,Organic Search,SaaS,201-1000,North America,Qualified
LD-1190,2026-01-06,Outbound SDR,FinTech,51-200,EMEA,Qualified
LD-1191,2024-07-19,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-1192,2025-04-28,Paid Ads,SaaS,51-200,North America,Contacted
LD-1193,2026-02-14,Event,HealthTech,1-10,EMEA,Contacted
LD-1194,2024-11-14,Partner,E-Commerce,51-200,EMEA,New
LD-1195,2025-01-08,Event,E-Commerce,201-1000,APAC,Contacted
LD-1196,2025-05-11,Organic Search,FinTech,1000+,LATAM,New
LD-1197,2024-07-25,Organic Search,HealthTech,11-50,North America,Contacted
LD-1198,2024-07-22,Outbound SDR,SaaS,11-50,APAC,New
LD-1199,2024-12-01,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-1200,2026-03-17,Outbound SDR,Professional Services,51-200,EMEA,Contacted
LD-1201,2024-11-09,Referral,Manufacturing,11-50,North America,New
LD-1202,2025-11-15,Referral,Professional Services,1-10,North America,Disqualified
LD-1203,2025-04-07,Event,Professional Services,1-10,North America,Contacted
LD-1204,2025-12-07,Outbound SDR,E-Commerce,11-50,LATAM,Contacted
LD-1205,2025-01-27,Organic Search,Professional Services,1-10,EMEA,New
LD-1206,2026-02-28,Organic Search,FinTech,1-10,North America,Disqualified
LD-1207,2025-02-26,Outbound SDR,SaaS,1-10,EMEA,Qualified
LD-1208,2025-12-30,Referral,SaaS,201-1000,North America,Contacted
LD-1209,2026-01-28,Paid Ads,SaaS,1-10,North America,New
LD-1210,2025-04-11,Paid Ads,SaaS,1-10,EMEA,Qualified
LD-1211,2025-09-30,Outbound SDR,FinTech,11-50,EMEA,Disqualified
LD-1212,2024-08-26,Event,E-Commerce,11-50,APAC,Contacted
LD-1213,2025-05-28,Referral,Manufacturing,1000+,EMEA,New
LD-1214,2025-02-28,Paid Ads,E-Commerce,201-1000,EMEA,New
LD-1215,2026-04-27,Paid Ads,SaaS,11-50,APAC,New
LD-1216,2026-04-12,Referral,Manufacturing,11-50,North America,Qualified
LD-1217,2025-12-24,Paid Ads,FinTech,11-50,EMEA,Disqualified
LD-1218,2026-04-23,Referral,SaaS,1-10,EMEA,Disqualified
LD-1219,2026-05-13,Outbound SDR,FinTech,11-50,North America,Qualified
LD-1220,2025-12-12,Organic Search,FinTech,1-10,North America,New
LD-1221,2025-08-07,Organic Search,SaaS,1-10,North America,Disqualified
LD-1222,2024-10-28,Organic Search,Manufacturing,51-200,North America,Contacted
LD-1223,2026-01-16,Event,Manufacturing,1-10,EMEA,Contacted
LD-1224,2024-10-20,Outbound SDR,E-Commerce,1-10,North America,Qualified
LD-1225,2024-10-14,Organic Search,SaaS,11-50,EMEA,New
LD-1226,2026-03-04,Event,Manufacturing,11-50,North America,Qualified
LD-1227,2024-08-23,Referral,E-Commerce,1-10,North America,Disqualified
LD-1228,2024-09-12,Referral,SaaS,1-10,North America,Qualified
LD-1229,2025-06-08,Partner,E-Commerce,1-10,North America,Qualified
LD-1230,2025-07-31,Organic Search,HealthTech,11-50,LATAM,Contacted
LD-1231,2024-07-04,Organic Search,FinTech,201-1000,North America,New
LD-1232,2025-03-03,Referral,SaaS,201-1000,North America,Qualified
LD-1233,2024-11-12,Organic Search,HealthTech,11-50,North America,Qualified
LD-1234,2025-01-07,Outbound SDR,SaaS,11-50,North America,Disqualified
LD-1235,2024-10-10,Organic Search,SaaS,51-200,EMEA,New
LD-1236,2025-10-07,Organic Search,SaaS,51-200,APAC,Contacted
LD-1237,2025-05-11,Organic Search,Professional Services,1-10,North America,Contacted
LD-1238,2026-05-01,Paid Ads,FinTech,1-10,EMEA,Qualified
LD-1239,2024-06-07,Organic Search,FinTech,11-50,EMEA,Qualified
LD-1240,2025-12-19,Organic Search,FinTech,51-200,APAC,Disqualified
LD-1241,2026-03-26,Event,Professional Services,1-10,EMEA,Contacted
LD-1242,2025-05-21,Paid Ads,HealthTech,11-50,North America,Contacted
LD-1243,2025-10-23,Paid Ads,Professional Services,11-50,EMEA,New
LD-1244,2025-04-18,Organic Search,FinTech,11-50,APAC,New
LD-1245,2025-08-08,Paid Ads,SaaS,11-50,EMEA,Contacted
LD-1246,2026-03-24,Paid Ads,HealthTech,51-200,LATAM,Qualified
LD-1247,2025-06-22,Outbound SDR,FinTech,11-50,APAC,Contacted
LD-1248,2025-07-27,Organic Search,Manufacturing,1-10,North America,Contacted
LD-1249,2026-05-21,Event,Professional Services,1-10,APAC,Qualified
LD-1250,2025-05-29,Partner,HealthTech,201-1000,EMEA,Qualified
LD-1251,2024-10-05,Organic Search,Professional Services,11-50,EMEA,New
LD-1252,2025-10-11,Organic Search,HealthTech,1-10,EMEA,Contacted
LD-1253,2025-10-19,Organic Search,SaaS,11-50,APAC,Qualified
LD-1254,2024-11-20,Outbound SDR,HealthTech,201-1000,EMEA,Qualified
LD-1255,2025-11-14,Organic Search,SaaS,51-200,EMEA,Qualified
LD-1256,2024-07-17,Event,Manufacturing,201-1000,North America,New
LD-1257,2025-01-20,Outbound SDR,SaaS,51-200,North America,Contacted
LD-1258,2026-02-14,Event,FinTech,11-50,APAC,Disqualified
LD-1259,2025-08-25,Referral,HealthTech,11-50,EMEA,Contacted
LD-1260,2025-08-17,Partner,SaaS,1-10,North America,Contacted
LD-1261,2025-08-27,Organic Search,SaaS,51-200,APAC,Disqualified
LD-1262,2024-09-29,Paid Ads,E-Commerce,51-200,APAC,New
LD-1263,2026-05-02,Paid Ads,SaaS,1-10,EMEA,Qualified
LD-1264,2025-01-04,Partner,HealthTech,201-1000,North America,Disqualified
LD-1265,2025-12-26,Referral,FinTech,11-50,EMEA,New
LD-1266,2026-05-23,Event,SaaS,1-10,North America,Qualified
LD-1267,2024-11-23,Organic Search,SaaS,11-50,North America,Contacted
LD-1268,2025-09-06,Partner,Manufacturing,201-1000,EMEA,Disqualified
LD-1269,2024-07-01,Referral,Professional Services,201-1000,APAC,Disqualified
LD-1270,2025-09-07,Referral,SaaS,11-50,North America,Disqualified
LD-1271,2025-04-18,Partner,Professional Services,1000+,APAC,New
LD-1272,2024-07-23,Paid Ads,E-Commerce,201-1000,APAC,Qualified
LD-1273,2025-10-03,Paid Ads,E-Commerce,201-1000,North America,Disqualified
LD-1274,2026-05-08,Referral,E-Commerce,201-1000,North America,Qualified
LD-1275,2024-07-31,Organic Search,E-Commerce,11-50,EMEA,Qualified
LD-1276,2026-03-13,Paid Ads,Manufacturing,51-200,APAC,New
LD-1277,2026-02-05,Organic Search,HealthTech,51-200,North America,Disqualified
LD-1278,2025-07-05,Organic Search,HealthTech,51-200,EMEA,New
LD-1279,2026-03-20,Event,FinTech,1-10,EMEA,Contacted
LD-1280,2025-01-12,Referral,SaaS,51-200,EMEA,Disqualified
LD-1281,2025-11-07,Paid Ads,E-Commerce,1000+,EMEA,Disqualified
LD-1282,2025-10-22,Paid Ads,SaaS,11-50,North America,Disqualified
LD-1283,2025-07-29,Paid Ads,SaaS,1000+,North America,Contacted
LD-1284,2026-01-29,Outbound SDR,SaaS,11-50,North America,New
LD-1285,2026-03-01,Partner,SaaS,1-10,LATAM,Contacted
LD-1286,2025-12-26,Partner,E-Commerce,1-10,APAC,New
LD-1287,2025-08-03,Paid Ads,E-Commerce,201-1000,APAC,Disqualified
LD-1288,2026-05-14,Paid Ads,FinTech,51-200,North America,Contacted
LD-1289,2025-07-11,Paid Ads,SaaS,11-50,EMEA,Contacted
LD-1290,2025-09-08,Referral,FinTech,51-200,North America,New
LD-1291,2024-10-16,Referral,FinTech,11-50,North America,Contacted
LD-1292,2025-01-21,Outbound SDR,E-Commerce,11-50,North America,Disqualified
LD-1293,2026-03-22,Referral,HealthTech,201-1000,APAC,Qualified
LD-1294,2025-05-29,Paid Ads,HealthTech,51-200,North America,New
LD-1295,2025-06-08,Paid Ads,HealthTech,51-200,EMEA,New
LD-1296,2026-01-17,Paid Ads,Professional Services,51-200,LATAM,Contacted
LD-1297,2025-01-24,Organic Search,Manufacturing,1000+,EMEA,New
LD-1298,2024-12-11,Organic Search,HealthTech,11-50,North America,Disqualified
LD-1299,2024-06-07,Outbound SDR,HealthTech,11-50,APAC,Qualified
LD-1300,2024-11-16,Paid Ads,SaaS,1-10,EMEA,New
LD-1301,2025-06-09,Organic Search,Professional Services,51-200,North America,Qualified
LD-1302,2025-11-11,Referral,FinTech,51-200,EMEA,Contacted
LD-1303,2025-01-26,Outbound SDR,SaaS,51-200,APAC,New
LD-1304,2025-04-20,Paid Ads,Professional Services,11-50,EMEA,Contacted
LD-1305,2024-11-09,Event,E-Commerce,1-10,EMEA,New
LD-1306,2026-01-17,Partner,SaaS,51-200,North America,Contacted
LD-1307,2025-06-18,Referral,SaaS,1000+,North America,Disqualified
LD-1308,2024-09-13,Outbound SDR,SaaS,11-50,APAC,Disqualified
LD-1309,2025-08-19,Organic Search,E-Commerce,1-10,North America,Contacted
LD-1310,2025-01-31,Partner,SaaS,11-50,North America,Qualified
LD-1311,2026-02-21,Paid Ads,Professional Services,11-50,North America,New
LD-1312,2024-12-13,Partner,Professional Services,11-50,North America,Contacted
LD-1313,2026-02-21,Referral,HealthTech,11-50,North America,New
LD-1314,2025-10-22,Organic Search,E-Commerce,51-200,EMEA,Contacted
LD-1315,2024-09-07,Organic Search,FinTech,11-50,North America,New
LD-1316,2025-12-06,Outbound SDR,SaaS,11-50,North America,Disqualified
LD-1317,2025-11-08,Referral,E-Commerce,1-10,APAC,Disqualified
LD-1318,2025-04-29,Organic Search,SaaS,201-1000,LATAM,Contacted
LD-1319,2024-09-26,Outbound SDR,SaaS,11-50,North America,Qualified
LD-1320,2025-05-15,Event,FinTech,11-50,North America,New
LD-1321,2025-08-18,Referral,SaaS,1-10,North America,Qualified
LD-1322,2024-09-05,Referral,FinTech,51-200,North America,Contacted
LD-1323,2025-02-04,Organic Search,E-Commerce,201-1000,North America,New
LD-1324,2025-10-25,Outbound SDR,Manufacturing,1-10,LATAM,Qualified
LD-1325,2025-07-09,Paid Ads,E-Commerce,1-10,EMEA,Contacted
LD-1326,2026-05-25,Event,Manufacturing,1-10,North America,Contacted
LD-1327,2024-11-06,Paid Ads,FinTech,51-200,LATAM,Contacted
LD-1328,2025-12-20,Referral,Manufacturing,201-1000,North America,New
LD-1329,2025-04-07,Paid Ads,HealthTech,11-50,North America,New
LD-1330,2024-11-10,Organic Search,SaaS,11-50,North America,Qualified
LD-1331,2026-04-25,Outbound SDR,Professional Services,51-200,North America,Qualified
LD-1332,2025-08-29,Referral,SaaS,51-200,APAC,New
LD-1333,2025-06-26,Referral,SaaS,11-50,North America,Contacted
LD-1334,2025-01-02,Partner,SaaS,1-10,EMEA,Qualified
LD-1335,2026-03-05,Partner,FinTech,11-50,North America,Qualified
LD-1336,2024-06-22,Event,FinTech,51-200,APAC,Qualified
LD-1337,2024-08-23,Organic Search,HealthTech,51-200,EMEA,Contacted
LD-1338,2024-10-10,Referral,Professional Services,51-200,EMEA,Contacted
LD-1339,2025-09-20,Event,FinTech,201-1000,North America,Contacted
LD-1340,2024-08-14,Paid Ads,HealthTech,11-50,APAC,Contacted
LD-1341,2026-01-03,Organic Search,FinTech,11-50,EMEA,New
LD-1342,2024-10-21,Event,Manufacturing,1-10,North America,New
LD-1343,2025-10-07,Referral,SaaS,201-1000,APAC,Qualified
LD-1344,2026-01-01,Referral,SaaS,51-200,North America,New
LD-1345,2026-03-03,Partner,HealthTech,11-50,North America,Qualified
LD-1346,2024-12-31,Outbound SDR,E-Commerce,1-10,EMEA,Contacted
LD-1347,2024-07-25,Paid Ads,Manufacturing,51-200,North America,Contacted
LD-1348,2025-12-04,Paid Ads,E-Commerce,51-200,EMEA,Qualified
LD-1349,2025-04-24,Paid Ads,Manufacturing,51-200,North America,Qualified
LD-1350,2026-04-23,Organic Search,FinTech,1-10,North America,New
LD-1351,2024-10-16,Outbound SDR,SaaS,201-1000,North America,Qualified
LD-1352,2025-07-24,Event,SaaS,51-200,North America,Contacted
LD-1353,2024-08-26,Paid Ads,SaaS,51-200,LATAM,Contacted
LD-1354,2025-05-20,Paid Ads,FinTech,51-200,EMEA,Qualified
LD-1355,2024-06-01,Event,HealthTech,201-1000,EMEA,Qualified
LD-1356,2025-11-29,Organic Search,FinTech,201-1000,North America,Contacted
LD-1357,2025-08-15,Referral,HealthTech,51-200,EMEA,Disqualified
LD-1358,2024-08-10,Referral,HealthTech,11-50,North America,Qualified
LD-1359,2025-05-31,Outbound SDR,E-Commerce,11-50,North America,Qualified
LD-1360,2025-04-09,Organic Search,E-Commerce,201-1000,EMEA,New
LD-1361,2025-10-05,Outbound SDR,FinTech,51-200,EMEA,New
LD-1362,2025-05-30,Paid Ads,FinTech,1-10,APAC,Contacted
LD-1363,2025-05-01,Outbound SDR,E-Commerce,1-10,APAC,Qualified
LD-1364,2026-01-27,Organic Search,E-Commerce,201-1000,APAC,Contacted
LD-1365,2025-06-14,Referral,FinTech,201-1000,North America,Qualified
LD-1366,2026-01-15,Referral,FinTech,1000+,North America,New
LD-1367,2026-03-08,Organic Search,E-Commerce,11-50,North America,Qualified
LD-1368,2026-02-09,Organic Search,E-Commerce,201-1000,APAC,Qualified
LD-1369,2026-04-28,Organic Search,SaaS,201-1000,APAC,Qualified
LD-1370,2025-10-22,Paid Ads,HealthTech,11-50,LATAM,Qualified
LD-1371,2025-07-15,Organic Search,Professional Services,1-10,North America,Disqualified
LD-1372,2025-06-22,Partner,SaaS,1000+,APAC,New
LD-1373,2024-10-28,Paid Ads,Manufacturing,1-10,EMEA,Qualified
LD-1374,2026-01-25,Event,SaaS,51-200,APAC,Disqualified
LD-1375,2025-10-19,Partner,HealthTech,51-200,EMEA,Contacted
LD-1376,2026-02-27,Organic Search,FinTech,51-200,North America,New
LD-1377,2025-10-25,Outbound SDR,SaaS,11-50,North America,Disqualified
LD-1378,2025-05-17,Event,Professional Services,51-200,LATAM,New
LD-1379,2025-01-02,Outbound SDR,HealthTech,1-10,North America,Contacted
LD-1380,2026-05-20,Paid Ads,Professional Services,201-1000,North America,New
LD-1381,2025-11-17,Paid Ads,FinTech,1-10,North America,Contacted
LD-1382,2026-02-28,Organic Search,Manufacturing,51-200,North America,Contacted
LD-1383,2025-08-01,Referral,Professional Services,201-1000,LATAM,Contacted
LD-1384,2025-06-08,Partner,HealthTech,1-10,North America,Disqualified
LD-1385,2024-06-26,Partner,SaaS,11-50,North America,Contacted
LD-1386,2024-07-21,Organic Search,E-Commerce,51-200,APAC,Contacted
LD-1387,2025-10-29,Outbound SDR,HealthTech,1-10,EMEA,Disqualified
LD-1388,2024-11-11,Paid Ads,Professional Services,1-10,North America,Qualified
LD-1389,2024-07-30,Event,FinTech,11-50,North America,New
LD-1390,2025-12-18,Organic Search,SaaS,1000+,North America,New
LD-1391,2025-08-27,Partner,SaaS,51-200,North America,Qualified
LD-1392,2024-08-21,Event,E-Commerce,11-50,North America,Disqualified
LD-1393,2025-05-31,Organic Search,Professional Services,1000+,North America,Contacted
LD-1394,2025-05-09,Organic Search,SaaS,11-50,EMEA,New
LD-1395,2024-06-03,Event,Manufacturing,11-50,APAC,Qualified
LD-1396,2025-08-15,Organic Search,Professional Services,11-50,APAC,Qualified
LD-1397,2025-03-17,Referral,SaaS,11-50,North America,Contacted
LD-1398,2026-03-03,Event,SaaS,11-50,North America,Disqualified
LD-1399,2024-08-24,Referral,E-Commerce,51-200,LATAM,Qualified
LD-1400,2026-02-08,Paid Ads,E-Commerce,1-10,APAC,Qualified
LD-1401,2024-06-05,Paid Ads,SaaS,51-200,EMEA,Qualified
LD-1402,2025-12-10,Organic Search,Manufacturing,1-10,North America,Qualified
LD-1403,2025-12-23,Partner,HealthTech,11-50,North America,Contacted
LD-1404,2025-03-25,Paid Ads,Professional Services,1-10,EMEA,Contacted
LD-1405,2024-12-22,Organic Search,Professional Services,51-200,EMEA,Qualified
LD-1406,2024-09-12,Paid Ads,Manufacturing,51-200,North America,Qualified
LD-1407,2025-02-03,Partner,HealthTech,11-50,LATAM,Contacted
LD-1408,2025-10-02,Organic Search,SaaS,1-10,EMEA,New
LD-1409,2025-11-11,Event,HealthTech,11-50,EMEA,Qualified
LD-1410,2024-10-11,Outbound SDR,SaaS,201-1000,North America,Qualified
LD-1411,2024-06-09,Event,E-Commerce,11-50,APAC,Contacted
LD-1412,2025-07-15,Partner,SaaS,51-200,EMEA,Contacted
LD-1413,2025-07-29,Event,HealthTech,11-50,North America,New
LD-1414,2026-05-16,Partner,SaaS,1-10,EMEA,Disqualified
LD-1415,2025-12-08,Organic Search,FinTech,51-200,EMEA,Disqualified
LD-1416,2025-07-07,Outbound SDR,SaaS,11-50,APAC,Contacted
LD-1417,2025-08-06,Referral,E-Commerce,1-10,North America,Contacted
LD-1418,2025-09-14,Referral,Manufacturing,1000+,APAC,Qualified
LD-1419,2025-04-26,Event,SaaS,1-10,EMEA,Contacted
LD-1420,2025-10-07,Partner,Manufacturing,11-50,North America,Disqualified
LD-1421,2024-10-21,Outbound SDR,Manufacturing,11-50,North America,New
LD-1422,2026-01-27,Referral,FinTech,11-50,North America,New
LD-1423,2026-02-19,Paid Ads,E-Commerce,201-1000,North America,Contacted
LD-1424,2025-04-14,Paid Ads,FinTech,1-10,EMEA,New
LD-1425,2025-04-29,Paid Ads,SaaS,1000+,APAC,Qualified
LD-1426,2025-05-29,Paid Ads,HealthTech,51-200,North America,Qualified
LD-1427,2026-01-17,Organic Search,SaaS,1000+,LATAM,New
LD-1428,2024-10-07,Organic Search,Professional Services,201-1000,North America,Contacted
LD-1429,2025-02-04,Outbound SDR,Professional Services,201-1000,EMEA,Qualified
LD-1430,2025-08-23,Paid Ads,Manufacturing,51-200,LATAM,Qualified
LD-1431,2025-10-19,Partner,HealthTech,11-50,APAC,Contacted
LD-1432,2025-01-02,Outbound SDR,HealthTech,11-50,EMEA,New
LD-1433,2024-08-25,Organic Search,Professional Services,51-200,EMEA,Qualified
LD-1434,2025-06-06,Organic Search,SaaS,11-50,North America,Contacted
LD-1435,2025-09-09,Organic Search,SaaS,51-200,North America,Qualified
LD-1436,2025-12-11,Partner,HealthTech,1-10,North America,Contacted
LD-1437,2024-06-03,Organic Search,FinTech,201-1000,North America,New
LD-1438,2024-06-13,Referral,FinTech,1-10,North America,Qualified
LD-1439,2025-03-09,Partner,SaaS,1000+,North America,Contacted
LD-1440,2025-07-17,Partner,E-Commerce,1-10,APAC,New
LD-1441,2024-06-03,Organic Search,SaaS,1-10,APAC,Contacted
LD-1442,2024-10-05,Organic Search,SaaS,201-1000,APAC,Disqualified
LD-1443,2025-04-02,Organic Search,SaaS,201-1000,EMEA,Qualified
LD-1444,2024-12-21,Organic Search,FinTech,51-200,North America,Contacted
LD-1445,2025-10-31,Organic Search,Professional Services,1000+,North America,Qualified
LD-1446,2024-06-26,Referral,FinTech,11-50,EMEA,Contacted
LD-1447,2026-03-10,Event,E-Commerce,201-1000,EMEA,Contacted
LD-1448,2024-10-02,Referral,Manufacturing,11-50,North America,Contacted
LD-1449,2025-04-18,Outbound SDR,FinTech,51-200,EMEA,New
LD-1450,2026-05-21,Organic Search,Manufacturing,11-50,EMEA,Contacted
LD-1451,2025-09-27,Event,E-Commerce,1-10,North America,Disqualified
LD-1452,2026-05-29,Outbound SDR,HealthTech,51-200,North America,New
LD-1453,2024-06-15,Event,SaaS,51-200,North America,Qualified
LD-1454,2025-11-07,Partner,SaaS,1-10,EMEA,Qualified
LD-1455,2024-07-26,Paid Ads,Professional Services,1000+,LATAM,Contacted
LD-1456,2025-08-21,Organic Search,Manufacturing,51-200,EMEA,New
LD-1457,2025-01-24,Organic Search,Professional Services,1-10,EMEA,New
LD-1458,2025-12-19,Paid Ads,Professional Services,51-200,APAC,New
LD-1459,2024-08-30,Partner,SaaS,1-10,North America,Qualified
LD-1460,2026-03-16,Paid Ads,Manufacturing,1-10,EMEA,Disqualified
LD-1461,2025-05-17,Outbound SDR,HealthTech,51-200,EMEA,Disqualified
LD-1462,2025-06-14,Referral,Manufacturing,1-10,EMEA,New
LD-1463,2025-07-22,Organic Search,SaaS,1-10,North America,New
LD-1464,2024-06-26,Paid Ads,FinTech,51-200,APAC,New
LD-1465,2025-01-13,Outbound SDR,Manufacturing,1-10,LATAM,Disqualified
LD-1466,2025-10-31,Outbound SDR,Manufacturing,201-1000,North America,New
LD-1467,2026-05-02,Paid Ads,E-Commerce,201-1000,North America,New
LD-1468,2026-05-19,Organic Search,FinTech,1-10,North America,Qualified
LD-1469,2025-06-26,Outbound SDR,FinTech,11-50,APAC,Contacted
LD-1470,2024-12-06,Organic Search,Professional Services,1-10,EMEA,New
LD-1471,2025-05-15,Partner,FinTech,51-200,North America,Qualified
LD-1472,2025-05-04,Organic Search,HealthTech,1-10,APAC,New
LD-1473,2025-03-17,Organic Search,HealthTech,1000+,North America,New
LD-1474,2025-02-19,Referral,FinTech,1-10,EMEA,New
LD-1475,2026-02-24,Referral,HealthTech,51-200,North America,Contacted
LD-1476,2025-03-12,Referral,FinTech,1-10,EMEA,Disqualified
LD-1477,2024-06-22,Paid Ads,Manufacturing,1-10,EMEA,Contacted
LD-1478,2025-11-08,Partner,Professional Services,11-50,North America,Qualified
LD-1479,2025-09-28,Referral,Professional Services,51-200,North America,Contacted
LD-1480,2025-03-03,Referral,HealthTech,1000+,APAC,Qualified
LD-1481,2025-09-03,Paid Ads,HealthTech,1-10,EMEA,Disqualified
LD-1482,2026-04-18,Organic Search,E-Commerce,1-10,APAC,Contacted
LD-1483,2026-04-05,Referral,Manufacturing,11-50,EMEA,Disqualified
LD-1484,2025-12-28,Organic Search,HealthTech,11-50,APAC,Qualified
LD-1485,2025-07-31,Outbound SDR,E-Commerce,201-1000,North America,Qualified
LD-1486,2024-06-21,Organic Search,Manufacturing,201-1000,APAC,New
LD-1487,2025-06-09,Partner,E-Commerce,201-1000,North America,Qualified
LD-1488,2026-01-18,Referral,Manufacturing,1-10,North America,Contacted
LD-1489,2026-02-06,Event,SaaS,11-50,North America,Disqualified
LD-1490,2025-12-16,Referral,HealthTech,51-200,North America,Disqualified
LD-1491,2026-05-21,Organic Search,E-Commerce,11-50,LATAM,Contacted
LD-1492,2025-06-12,Event,SaaS,51-200,LATAM,Disqualified
LD-1493,2024-08-19,Outbound SDR,Manufacturing,11-50,APAC,Disqualified
LD-1494,2025-05-29,Outbound SDR,E-Commerce,11-50,North America,Qualified
LD-1495,2025-01-19,Paid Ads,SaaS,201-1000,APAC,New
LD-1496,2026-01-31,Outbound SDR,Manufacturing,11-50,APAC,New
LD-1497,2025-12-19,Event,E-Commerce,1000+,North America,New
LD-1498,2025-04-06,Outbound SDR,Manufacturing,11-50,EMEA,New
LD-1499,2025-03-11,Paid Ads,FinTech,1-10,EMEA,Disqualified
LD-1500,2024-09-25,Outbound SDR,Manufacturing,11-50,North America,New
LD-1501,2024-07-02,Outbound SDR,FinTech,1-10,EMEA,Qualified
LD-1502,2025-01-15,Partner,HealthTech,11-50,EMEA,Qualified
LD-1503,2024-11-23,Paid Ads,SaaS,1-10,North America,Qualified
LD-1504,2024-12-11,Paid Ads,E-Commerce,51-200,North America,New
LD-1505,2026-05-29,Event,E-Commerce,201-1000,EMEA,Contacted
LD-1506,2025-10-10,Referral,HealthTech,11-50,EMEA,Qualified
